candidate_id,seed,ticker,false_safe_count,mean_score,mean_actual
trial024_c_risk,7,GILD,323,0.06280156970024109,-0.034206077456474304
trial024_c_risk,7,GS,321,0.043170373886823654,-0.043556276708841324
trial024_c_risk,7,STX,316,0.14158660173416138,-0.054719895124435425
trial024_c_risk,7,C,312,0.06592240184545517,-0.04625391215085983
trial024_c_risk,7,CFG,309,0.03010490909218788,-0.04136843979358673
trial024_c_risk,7,EQT,308,0.04263007640838623,-0.04676833748817444
trial024_c_risk,42,SATS,513,0.12380820512771606,-0.063290074467659
trial024_c_risk,42,CCL,500,0.08040405064821243,-0.051891300827264786
trial024_c_risk,42,RCL,487,0.08216290920972824,-0.052257146686315536
trial024_c_risk,42,NCLH,448,0.05621999874711037,-0.05799425393342972
trial024_c_risk,42,UAL,447,0.08362827450037003,-0.05617458000779152
trial024_c_risk,42,CVNA,446,0.1379738599061966,-0.07182872295379639
trial024_c_risk,42,NRG,444,0.060487162321805954,-0.052957430481910706
trial024_c_risk,42,IBKR,435,0.08179812133312225,-0.048840999603271484
trial024_c_risk,42,VST,435,0.10681895911693573,-0.0659472793340683
trial024_c_risk,42,LITE,414,0.1466371715068817,-0.06942596286535263
trial024_c_risk,42,CIEN,408,0.10526320338249207,-0.0628446638584137
trial024_c_risk,42,COHR,407,0.09876655787229538,-0.07029375433921814
trial024_c_risk,42,DAL,406,0.04282712563872337,-0.04646977782249451
trial024_c_risk,42,EXPE,403,0.04942898079752922,-0.05290631949901581
trial024_c_risk,42,LUV,398,0.04629700258374214,-0.04831467568874359
trial024_c_risk,42,RL,385,0.07230935245752335,-0.04312162473797798
trial024_c_risk,42,BKR,373,0.03884383291006088,-0.046009887009859085
trial024_c_risk,42,WDC,370,0.16070081293582916,-0.056007374078035355
trial024_c_risk,42,AVGO,366,0.04247123375535011,-0.05157100036740303
trial024_c_risk,42,META,365,0.04134673625230789,-0.045822691172361374
trial024_c_risk,42,EQT,365,0.04191999137401581,-0.046709995716810226
trial024_c_risk,42,GE,361,0.10328072309494019,-0.04395556077361107
trial024_c_risk,42,WFC,348,0.04092665761709213,-0.04256370663642883
trial024_c_risk,42,IBM,346,0.04405548423528671,-0.04288626089692116
trial024_c_risk,42,STX,345,0.12625400722026825,-0.054779477417469025
trial024_c_risk,42,SYF,341,0.04151049628853798,-0.045625366270542145
trial024_c_risk,42,FIX,341,0.10206831991672516,-0.058819521218538284
trial024_c_risk,42,TKO,340,0.042047999799251556,-0.04239490628242493
trial024_c_risk,42,TPR,339,0.09894898533821106,-0.0486237108707428
trial024_c_risk,42,AXON,339,0.07017909735441208,-0.06512915343046188
trial024_c_risk,123,SATS,518,0.13115517795085907,-0.0634663924574852
trial024_c_risk,123,RCL,504,0.07876567542552948,-0.051990266889333725
trial024_c_risk,123,CCL,488,0.05434216186404228,-0.051634613424539566
trial024_c_risk,123,CVNA,448,0.13258972764015198,-0.07163045555353165
trial024_c_risk,123,IBKR,435,0.0766436755657196,-0.048840999603271484
trial024_c_risk,123,UAL,426,0.07903232425451279,-0.056185539811849594
trial024_c_risk,123,CIEN,405,0.08680322021245956,-0.061180099844932556
trial024_c_risk,123,NCLH,391,0.03978736698627472,-0.05301319435238838
trial024_c_risk,123,EXPE,391,0.02706850692629814,-0.053406454622745514
trial024_c_risk,123,RL,390,0.05955522507429123,-0.043178919702768326
trial024_c_risk,123,COHR,385,0.07292989641427994,-0.07166234403848648
trial024_c_risk,123,WDC,380,0.15422680974006653,-0.05578116700053215
trial024_c_risk,123,BKR,374,0.039904795587062836,-0.04593751206994057
trial024_c_risk,123,IVZ,363,0.03925308957695961,-0.04027283564209938
trial024_c_risk,123,IBM,363,0.04639555513858795,-0.045235905796289444
trial024_c_risk,123,GE,361,0.09980745613574982,-0.04395556077361107
trial024_c_risk,123,WFC,357,0.043056126683950424,-0.04318715259432793
trial024_c_risk,123,META,353,0.043500691652297974,-0.04574747011065483
trial024_c_risk,123,GM,353,0.044813122600317,-0.041526779532432556
trial024_c_risk,123,SYF,351,0.031141484156250954,-0.04373539239168167
trial024_c_risk,123,TPR,339,0.07883070409297943,-0.0486237108707428
trial024_c_risk,123,INCY,335,0.019763020798563957,-0.04430217295885086
trial024_c_risk,123,FIX,334,0.06605648249387741,-0.06049492582678795
trial024_c_risk,123,LITE,334,0.11799334734678268,-0.06489229202270508
trial024_c_risk,123,EQT,332,0.04329000413417816,-0.047119807451963425
trial024_c_risk,123,APH,325,0.06507405638694763,-0.049887802451848984
trial024_c_risk,123,LUV,325,0.03922249376773834,-0.04858177900314331
trial024_c_risk,123,MU,323,0.11401649564504623,-0.06501536816358566
trial024_c_risk,123,GILD,323,0.0495775081217289,-0.034206077456474304
trial024_c_risk,123,GS,317,0.03116072528064251,-0.04328034818172455
